BLOCKID|COUNTYFP|DISTRICT
240358104002009|035|03-002
240358104002010|035|03-002
240358104002011|035|03-002
240358104002012|035|03-002
240358104002013|035|03-002
240358104002014|035|03-002
240358104002015|035|03-002
240358104002016|035|03-002
240358104002017|035|03-002
240358104002018|035|03-002
240358104002019|035|03-002
240358104002020|035|03-002
240358104002021|035|03-002
240358104002022|035|03-002
240358104002023|035|03-002
240358104002024|035|03-002
240358104002025|035|03-002
240358104002026|035|03-002
240358104002027|035|03-002
240358104002028|035|03-002
240358104002029|035|03-002
240358104002030|035|03-002
240358104002031|035|03-002
240358104002032|035|03-002
240358104003000|035|03-002
240358104003001|035|03-002
240358104003002|035|03-002
240358104003003|035|03-002
240358104003004|035|03-002
240358104003005|035|03-002
240358104003006|035|03-002
240358104003007|035|03-002
240358104003008|035|03-002
240358104003009|035|03-002
240358104003010|035|03-002
240358104003011|035|03-002
240358104003012|035|03-002
240358104003013|035|03-002
240358104003014|035|03-002
240358104003015|035|03-002
240358104003016|035|03-002
240358104003017|035|03-002
240358104004000|035|03-002
240358104004001|035|03-002
240358104004002|035|03-002
240358104004003|035|03-002
240358104004004|035|03-002
240358104004005|035|03-002
240358104004006|035|03-002
240358104004007|035|03-002
240358104004008|035|03-002
240358104004009|035|03-002
240358104004010|035|03-002
240358104004011|035|03-002
240358104004012|035|03-002
240358104004013|035|03-002
240358104004014|035|03-002
240358104004015|035|03-002
240358104004016|035|03-002
240358104004017|035|03-002
240358104004018|035|03-002
240358104004019|035|03-002
240358104004020|035|03-002
240358104004021|035|03-002
240358104004022|035|03-002
240358104004023|035|03-002
240358104004024|035|03-002
240358104004025|035|03-002
240358104004026|035|03-002
240358104004027|035|03-002
240358104004028|035|03-002
240358104004029|035|03-002
240358104004030|035|03-002
240358104004031|035|03-002
240358104004032|035|03-002
240358104004033|035|03-002
240358104004034|035|03-002
240358104004035|035|03-002
240358104004036|035|03-002
240358104004037|035|03-002
240358105001000|035|06-001
240358105001001|035|06-001
240358105001002|035|06-001
240358105001003|035|06-001
240358105001004|035|06-001
240358105001005|035|06-001
240358105001006|035|06-001
240358105001007|035|06-001
240358105001008|035|06-001
240358105001009|035|06-001
240358105001010|035|06-001
240358105001011|035|06-001
240358105001012|035|06-001
240358105001013|035|06-001
240358105001014|035|06-001
240358105001015|035|06-001
240358105001016|035|06-001
240358105001017|035|06-001
240358105001018|035|06-001
240358105001019|035|06-001
240358105001020|035|06-001
240358105001021|035|06-001
240358105001022|035|06-001
240358105001023|035|06-001
240358105001024|035|06-001
240358105001025|035|06-001
240358105001026|035|06-001
240358105001027|035|06-001
240358105001028|035|06-001
240358105001029|035|06-001
240358105001030|035|06-001
240358105001031|035|06-001
240358105001032|035|06-001
240358105001033|035|06-001
240358105001034|035|06-001
240358105001035|035|06-001
240358105001036|035|06-001
240358105001037|035|06-001
240358105001038|035|06-001
240358105001039|035|06-001
240358105001040|035|06-001
240358105001041|035|06-001
240358105001042|035|06-001
240358105001043|035|06-001
240358105001044|035|06-001
240358105001045|035|06-001
240358105001046|035|06-001
240358105001047|035|06-001
240358105001048|035|06-001
240358105001049|035|06-001
240358105001050|035|06-001
240358105001051|035|06-001
240358105001052|035|06-001
240358105001053|035|06-001
240358105001054|035|06-001
240358105001055|035|06-001
240358105001056|035|06-001
240358105001057|035|06-001
240358105001058|035|06-001
240358105002000|035|03-002
240358105002001|035|03-002
240358105002002|035|03-002
240358105002003|035|03-002
240358105002004|035|03-002
240358105002005|035|03-002
240358105002006|035|03-002
240358105002007|035|03-002
240358105002008|035|03-002
240358105002009|035|03-002
240358105002010|035|03-002
240358105002011|035|03-002
240358105002012|035|03-002
240358105002013|035|03-002
240358105002014|035|03-002
240358105002015|035|03-002
240358105002016|035|03-002
240358105002017|035|03-002
240358105002018|035|03-002
240358105002019|035|03-002
240358105002020|035|03-002
240358105002021|035|03-002
240358105003000|035|03-002
240358105003001|035|03-002
240358105003002|035|03-002
240358105003003|035|03-002
240358105003004|035|03-002
240358105003005|035|03-002
240358105003006|035|03-002
240358105003007|035|03-002
240358105003008|035|03-002
240358105003009|035|03-002
240358105003010|035|03-002
240358105003011|035|03-002
240358105003012|035|03-002
240358105003013|035|03-002
240358105003014|035|03-002
240358105003015|035|03-002
240358105003016|035|03-002
240358105003017|035|03-002
240358105003018|035|03-002
240358105003019|035|03-002
240358105003020|035|03-002
240358105003021|035|03-002
240358105003022|035|03-002
240358105003023|035|03-002
240358105003024|035|03-002
240358105003025|035|03-002
240358105003026|035|03-002
240358105003027|035|03-002
240358105003028|035|03-002
240358105003029|035|03-002
240358105003030|035|03-002
240358105003031|035|03-002
240358105003032|035|03-002
240358105003033|035|03-002
240358105003034|035|03-002
240358105003035|035|03-002
240358105003036|035|03-002
240358105003037|035|03-002
240358106001000|035|05-001
240358106001001|035|05-001
240358106001002|035|05-001
240358106001003|035|05-001
240358106001004|035|05-001
240358106001005|035|05-001
240358106001006|035|05-001
240358106001007|035|05-001
240358106001008|035|05-001
240358106001009|035|05-001
240358106001010|035|05-001
240358106001011|035|05-001
240358106001012|035|05-001
240358106001013|035|05-001
240358106001014|035|05-001
240358106001015|035|05-001
240358106001016|035|05-001
240358106001017|035|05-001
240358106001018|035|05-001
240358106001019|035|05-001
240358106001020|035|05-001
240358106001021|035|05-001
240358106001022|035|05-001
240358106001023|035|05-001
240358106001024|035|05-001
240358106001025|035|05-001
240358106001026|035|05-001
240358106001027|035|05-001
240358106001028|035|05-001
240358106001029|035|05-001
240358106001030|035|05-001
240358106001031|035|05-001
240358106001032|035|05-001
240358106001033|035|03-002
240358106001034|035|03-002
240358106001035|035|05-001
240358106001036|035|05-001
240358106001037|035|05-001
240358106001038|035|05-001
240358106001039|035|05-001
240358106001040|035|05-001
240358106001041|035|05-001
240358106001042|035|05-001
240358106001043|035|05-001
240358106001044|035|05-001
240358106001045|035|05-001
240358106001046|035|05-001
240358106001047|035|05-001
240358106001048|035|05-001
240358106001049|035|05-001
240358106001050|035|05-001
240358106001051|035|05-001
240358106001052|035|05-001
240358106001053|035|05-001
240358106001054|035|05-001
240358106001055|035|05-001
240358106001056|035|03-002
240358106001057|035|05-001
240358106001058|035|05-001
240358106001059|035|05-001
240358106001060|035|05-001
240358106001061|035|05-001
240358106001062|035|05-001
240358106001063|035|03-002
240358106001064|035|05-001
240358106001065|035|05-001
240358106001066|035|05-001
240358106001067|035|05-001
240358106001068|035|05-001
240358106001069|035|05-001
240358106001070|035|05-001
240358106002000|035|05-001
240358106002001|035|05-001
240358106002002|035|05-001
240358106002003|035|05-001
240358106002004|035|05-001
240358106002005|035|05-001
240358106002006|035|05-001
240358106002007|035|05-001
240358106002008|035|05-001
240358106002009|035|05-001
240358106002010|035|05-001
240358106002011|035|05-001
240358106002012|035|05-001
240358106002013|035|05-001
240358106002014|035|05-001
240358106002015|035|05-001
240358106002016|035|05-001
240358106002017|035|05-001
240358106002018|035|05-001
240358106002019|035|05-001
240358106002020|035|05-001
240358106002021|035|05-001
240358106002022|035|05-001
240358106002023|035|05-001
240358106002024|035|05-001
240358106002025|035|05-001
240358106002026|035|05-001
240358106002027|035|05-001
240358106002028|035|05-001
240358106002029|035|05-001
240358106002030|035|05-001
240358106002031|035|05-001
240358106002032|035|05-001
240358106002033|035|05-001
240358106003000|035|05-002
240358106003001|035|05-002
240358106003002|035|05-002
240358106003003|035|05-002
240358106003004|035|05-002
240358106003005|035|05-002
240358106003006|035|05-002
240358106003007|035|05-002
240358106003008|035|05-002
240358106003009|035|05-002
240358106003010|035|05-002
240358106003011|035|05-002
240358106003012|035|05-002
240358106003013|035|05-002
240358106003014|035|05-002
240358106003015|035|05-002
240358106003016|035|05-002
240358106003017|035|05-002
240358106003018|035|05-002
240358106003019|035|05-002
240358106003020|035|05-002
240358106004000|035|05-001
240358106004001|035|05-001
240358106004002|035|05-001
240358106004003|035|05-001
240358106004004|035|05-001
240358106004005|035|05-001
240358106004006|035|05-001
240358106004007|035|05-001
240358106004008|035|05-001
240358106004009|035|05-001
240358106004010|035|05-001
240358106004011|035|05-002
240358106004012|035|05-002
240358106004013|035|05-002
240358106004014|035|05-002
240358107001000|035|05-002
240358107001001|035|05-002
240358107001002|035|05-002
240358107001003|035|05-002
240358107001004|035|05-002
240358107001005|035|05-002
240358107001006|035|05-002
240358107001007|035|05-002
240358107001008|035|05-002
240358107001009|035|05-002
240358107001010|035|05-002
240358107001011|035|05-002
240358107001012|035|05-002
240358107001013|035|05-002
240358107001014|035|05-002
240358107001015|035|05-002
240358107001016|035|05-002
240358107001017|035|05-002
240358107001018|035|05-002
240358107001019|035|05-002
240358107001020|035|05-002
240358107001021|035|05-002
240358107001022|035|05-002
240358107001023|035|05-002
240358107001024|035|05-002
240358107001025|035|05-002
240358107001026|035|05-002
240358107001027|035|05-002
240358107001028|035|05-002
240358107001029|035|05-002
240358107001030|035|05-002
240358107001031|035|05-002
240358107002000|035|05-002
240358107002001|035|05-002
240358107002002|035|05-002
240358107002003|035|05-002
240358107002004|035|05-001
240358107002005|035|05-001
240358107002006|035|05-002
240358107002007|035|05-002
240358107002008|035|05-002
240358107002009|035|05-002
240358107002010|035|05-002
240358107002011|035|05-002
240358107002012|035|05-002
240358107002013|035|05-002
240358107002014|035|05-002
240358107002015|035|04-002
240358107002016|035|04-002
240358107002017|035|04-002
240358107002018|035|04-002
240358107002019|035|04-002
240358107002020|035|05-002
240358107002021|035|05-002
240358107002022|035|05-002
240358107002023|035|05-002
240358107002024|035|05-002
240358107002025|035|05-002
240358107002026|035|05-002
240358107002027|035|05-002
240358107002028|035|05-002
240358107002029|035|05-002
240358107002030|035|05-002
240358107002031|035|05-002
240358107002032|035|05-002
240358107002033|035|05-002
240358107002034|035|05-002
240358107003000|035|05-002
240358107003001|035|05-001
240358107003002|035|05-002
240358107003003|035|05-002
240358107003004|035|05-002
240358107003005|035|05-002
240358107003006|035|05-002
240358108001000|035|04-001
240358108001001|035|04-001
240358108001002|035|04-001
240358108001003|035|04-001
240358108001004|035|04-001
240358108001005|035|04-001
240358108001006|035|04-001
240358108001007|035|04-001
240358108001008|035|04-001
240358108001009|035|04-001
240358108001010|035|04-001
240358108001011|035|04-001
240358108001012|035|04-001
240358108001013|035|04-001
240358108001014|035|04-001
240358108001015|035|04-001
240358108001016|035|04-001
240358108001017|035|04-001
240358108001018|035|04-001
240358108001019|035|04-001
240358108001020|035|04-001
240358108001021|035|04-001
240358108002000|035|04-001
240358108002001|035|04-001
240358108002002|035|04-001
240358108002003|035|04-001
240358108002004|035|04-001
240358108002005|035|04-001
240358108002006|035|04-001
240358108002007|035|04-001
240358108002008|035|04-001
240358108002009|035|04-001
240358108002010|035|04-001
240358108002011|035|04-001
240358108002012|035|04-001
240358108002013|035|04-001
240358108002014|035|04-001
240358108002015|035|04-001
240358108002016|035|04-001
240358108002017|035|04-001
240358108002018|035|04-001
240358108002019|035|04-001
240358108002020|035|04-001
240358108002021|035|04-001
240358108003000|035|04-002
240358108003001|035|04-002
240358108003002|035|04-002
240358108003003|035|04-002
240358108003004|035|04-002
240358108003005|035|04-002
240358108003006|035|04-002
240358108003007|035|04-002
240358108003008|035|04-002
240358108003009|035|04-002
240358108003010|035|04-002
240358108003011|035|04-002
240358108003012|035|04-002
240358108004000|035|04-002
240358108004001|035|04-002
240358108004002|035|04-002
240358108004003|035|04-002
240358108004004|035|04-002
240358108004005|035|04-002
240358108004006|035|04-002
240358108004007|035|04-002
240358108004008|035|04-002
240358108004009|035|04-002
240358108004010|035|04-002
240358108004011|035|04-002
240358108004012|035|04-002
240358108004013|035|04-002
240358108004014|035|04-002
240358108004015|035|04-002
240358108004016|035|04-002
240358108004017|035|04-002
240358108004018|035|04-002
240358108004019|035|04-002
240358108004020|035|04-002
240358108004021|035|04-002
240358108004022|035|04-002
240358108004023|035|04-002
240358108004024|035|04-002
240358108004025|035|04-002
240358108004026|035|04-002
240358108004027|035|04-002
240358108004028|035|04-002
240358108004029|035|04-002
240358108004030|035|04-002
240358108004031|035|04-002
