BLOCKID|PLACEFP
240010018001031|30900
240010018001032|30900
240010018001033|30900
240010018001034|30900
240010018001035|30900
240010018001036|30900
240010018001037|30900
240010018001038|30900
240010018001039|30900
240010018001040|30900
240010018001041|30900
240010018001042|30900
240010018001043|30900
240010018001044|30900
240010018001045|30900
240010018001046|30900
240010018001047|30900
240010018001048|30900
240010018001049|30900
240010018001050|30900
240010018001051|30900
240010018001052|30900
240010018001053|30900
240010018001054|30900
240010018001055|30900
240010018001056|30900
240010018001057|30900
240010018001058|30900
240010018001059|30900
240010018001060|30900
240010018001061|30900
240010018001062|30900
240010018001063|
240010018001064|30900
240010018001065|
240010018001066|
240010018002000|30900
240010018002001|
240010018002002|30900
240010018002003|30900
240010018002004|30900
240010018002005|
240010018003000|30900
240010018003001|30900
240010018003002|30900
240010018003003|30900
240010018003004|30900
240010018003005|30900
240010018003006|30900
240010018003007|30900
240010018003008|30900
240010018003009|30900
240010018003010|30900
240010018003011|30900
240010018003012|30900
240010018003013|30900
240010018003014|30900
240010018003015|30900
240010018003016|30900
240010018003017|30900
240010018003018|30900
240010018003019|30900
240010018003020|30900
240010018003021|30900
240010018003022|30900
240010018003023|30900
240010018003024|30900
240010018003025|30900
240010018003026|30900
240010018003027|30900
240010018003028|30900
240010018003029|30900
240010018003030|30900
240010018003031|30900
240010018003032|30900
240010018003033|30900
240010018003034|30900
240010018003035|30900
240010018003036|30900
240010018003037|30900
240010018003038|30900
240010019001000|
240010019001001|
240010019001002|
240010019001003|
240010019001004|
240010019001005|
240010019001006|
240010019001007|
240010019001008|
240010019001009|80075
240010019001010|80075
240010019001011|80075
240010019001012|80075
240010019001013|80075
240010019001014|80075
240010019001015|80075
240010019001016|
240010019001017|
240010019001018|
240010019001019|
240010019001020|71460
240010019001021|71460
240010019001022|71460
240010019001023|52525
240010019001024|
240010019001025|
240010019001026|52525
240010019001027|52525
240010019001028|
240010019001029|71460
240010019001030|71460
240010019001031|52525
240010019001032|52525
240010019001033|52525
240010019001034|52525
240010019001035|52525
240010019001036|
240010019001037|52525
240010019001038|52525
240010019001039|
240010019001040|13225
240010019001041|13225
240010019001042|13225
240010019001043|13225
240010019001044|13225
240010019001045|13225
240010019001046|
240010019001047|44525
240010019001048|44525
240010019001049|44525
240010019001050|44525
240010019001051|
240010019001052|
240010019001053|44525
240010019001054|86275
240010019001055|86275
240010019001056|86275
240010019001057|44525
240010019001058|55000
240010019001059|55000
240010019001060|
240010019001061|52525
240010019001062|52525
240010019001063|52525
240010019001064|52525
240010019001065|44525
240010019001066|71460
240010019001067|52525
240010019001068|
240010019001069|52525
240010019001070|44525
240010019001071|44525
240010019002000|
240010019002001|
240010019002002|
240010019002003|58215
240010019002004|58215
240010019002005|58215
240010019002006|
240010019002007|
240010019002008|58215
240010019002009|
240010019002010|52475
240010019002011|
240010019002012|
240010019002013|
240010019002014|52475
240010019002015|52475
240010019002016|52475
240010019002017|52475
240010019002018|52475
240010019002019|52475
240010019002020|
240010019002021|52475
240010019002022|
240010019002023|
240010019002024|
240010019002025|
240010019002026|32175
240010019002027|32175
240010019002028|
240010019002029|52475
240010019002030|52475
240010019002031|52475
240010019002032|32175
240010019002033|
240010019002034|
240010019002035|
240010019002036|32175
240010019002037|
240010019002038|52475
240010019002039|52475
240010019002040|52475
240010019002041|52475
240010019002042|52475
240010019002043|52475
240010019002044|52475
240010019002045|52475
240010019002046|52475
240010019002047|52475
240010019002048|52475
240010019002049|
240010019002050|52475
240010019002051|52475
240010020001000|20525
240010020001001|20525
240010020001002|20525
240010020001003|20525
240010020001004|20525
240010020001005|20525
240010020001006|20525
240010020001007|20525
240010020001008|20525
240010020001009|20525
240010020001010|20525
240010020001011|20525
240010020001012|
240010020001013|
240010020001014|
240010020001015|
240010020001016|20525
240010020001017|20525
240010020001018|20525
240010020001019|20525
240010020001020|20525
240010020001021|20525
240010020001022|20525
240010020001023|20525
240010020001024|20525
240010020001025|20525
240010020001026|20525
240010020001027|20525
240010020001028|20525
240010020001029|20525
240010020001030|20525
240010020001031|20525
240010020001032|05525
240010020001033|05525
240010020001034|
240010020001035|20525
240010020001036|20525
240010020001037|
240010020001038|
240010020001039|20525
240010020002000|
240010020002001|
240010020002002|
240010020002003|65150
240010020002004|65150
240010020002005|65150
240010020002006|65150
240010020002007|65150
240010020002008|65150
240010020002009|65150
240010020002010|07285
240010020002011|07285
240010020002012|07285
240010020002013|07285
240010020002014|
240010020002015|07285
240010020002016|07285
240010020002017|07285
240010020002018|65150
240010020002019|65150
240010020002020|65150
240010020003000|65150
240010020003001|65150
240010020003002|65150
240010020003003|65150
240010020003004|65150
240010020003005|65150
240010020003006|
240010020003007|65150
240010020003008|
240010020003009|65150
240010020003010|
240010020003011|
240010020003012|
240010020003013|
240010020003014|
240010020003015|
240010020003016|21675
240010020003017|21675
240010020003018|
240010020003019|
240010020003020|
240010020003021|21675
240010020003022|21675
240010020003023|21675
240010020003024|21675
240010020003025|21675
240010020004000|20525
240010020004001|20525
240010020004002|20525
240010020004003|20525
240010020004004|
240010020004005|20525
240010020004006|20525
240010020004007|20525
240010020004008|20525
240010020004009|20525
240010020004010|20525
240010020004011|20525
240010020004012|20525
240010020004013|20525
240010020004014|20525
240010020004015|20525
240010020004016|20525
240010020004017|20525
240010020004018|20525
240010020004019|20525
240010020004020|20525
240010020004021|20525
240010020004022|20525
240010020004023|20525
240010020004024|20525
240010020004025|20525
240010020004026|20525
240010020004027|20525
240010020005000|
240010020005001|05525
240010020005002|05525
240010020005003|05525
240010020005004|05525
240010020005005|05525
240010020005006|05525
240010020005007|05525
240010020005008|05525
240010020005009|05525
240010020005010|05525
240010020005011|05525
240010020005012|05525
240010020005013|05525
240010020005014|05525
240010020005015|05525
240010020005016|05525
240010020005017|05525
240010020005018|05525
240010020005019|05525
240010020005020|05525
240010020005021|05525
240010020005022|05525
240010020005023|
240010020005024|
240010020005025|05525
240010021001000|
240010021001001|
240010021001002|
240010021001003|53700
240010021001004|
240010021001005|
240010021001006|
240010021001007|55950
240010021001008|55950
240010021001009|55950
240010021001010|55950
240010021001011|55950
240010021001012|55950
240010021001013|04625
240010021001014|53700
240010021001015|53700
240010021001016|53700
240010021001017|53700
240010021001018|
240010021001019|
240010021001020|
240010021001021|
240010021001022|
240010021001023|
240010021001024|
240010021001025|
240010021001026|
240010021001027|
240010021001028|
240010021001029|
240010021001030|04625
240010021001031|04625
240010021001032|04625
240010021001033|04625
240010021001034|04625
240010021001035|04625
240010021001036|04625
240010021001037|04625
240010021001038|04625
240010021001039|04625
240010021001040|
240010021001041|
240010021001042|
240010021001043|
240010021001044|
240010021001045|
240010021001046|
240010021001047|04625
240010021001048|04625
240010021001049|04625
240010021001050|04625
240010021001051|04625
240010021001052|04625
240010021001053|04625
240010021001054|04625
240010021001055|04625
240010021001056|
240010021001057|
240010021001058|04625
240010021001059|04625
240010021001060|04625
240010021001061|04625
240010021001062|04625
240010021001063|
240010021001064|
240010021001065|
240010021001066|
240010021001067|04625
240010021002000|
240010021002001|
240010021002002|
240010021002003|
240010021002004|
240010021002005|
240010021002006|47875
240010021002007|47875
240010021002008|47875
240010021002009|
240010021002010|
240010021002011|47875
240010021002012|47875
240010021002013|
240010021002014|47875
240010021002015|47875
240010021002016|47875
240010021002017|
240010021002018|
240010021002019|47875
240010021002020|47875
240010021002021|47875
240010021002022|47875
240010021002023|47875
240010021002024|
240010021002025|
240010021002026|47875
240010021002027|47875
240010021002028|47875
240010021003000|
240010021003001|32175
240010021003002|32175
240010021003003|32175
240010021003004|32175
240010021003005|
240010021003006|
240010021003007|
240010021003008|32175
240010021003009|
240010021003010|
240010021003011|
240010021003012|
240010021003013|
240010021003014|
240010021003015|
240010021003016|
240010021003017|47875
240010021003018|47875
240010021003019|
240010021003020|
240010021003021|
240010021003022|47875
240010021003023|47875
240010021003024|47875
240010021003025|47875
240010021003026|47875
240010021003027|47875
240010021003028|47875
240010021003029|47875
240010021003030|47875
240010021003031|47875
240010021003032|47875
240010021003033|47875
240010021003034|47875
240010021003035|
240010021003036|
240010021003037|47875
240010021003038|22825
240010021003039|22825
240010021003040|22825
240010021003041|
240010022001000|
240010022001001|
240010022001002|
240010022001003|
240010022001004|
240010022001005|21925
240010022001006|21925
240010022001007|21925
240010022001008|
240010022001009|21925
240010022001010|
240010022001011|
240010022001012|
240010022001013|49325
240010022001014|
240010022001015|49325
240010022001016|49325
240010022001017|49325
240010022001018|49325
240010022001019|49325
240010022001020|
240010022001021|
240010022001022|
240010022001023|21925
240010022001024|21925
240010022001025|
240010022001026|49325
240010022001027|
240010022001028|
240010022001029|49325
240010022001030|
240010022001031|49325
240010022001032|49325
240010022001033|49325
240010022001034|49325
240010022001035|49325
240010022001036|49325
240010022001037|49325
240010022001038|49325
240010022001039|49325
240010022001040|49325
240010022001041|49325
240010022001042|49325
240010022001043|
240010022001044|21675
240010022001045|21675
240010022001046|49325
240010022001047|49325
240010022001048|49325
